revrId,revrName,revrDate,revrText,revrStar,revrSource,revrExperience_Positive_or_Negative,restId
V000000133,Regina C.,5/20/21,"Every time I come here I am greeted with great customer service. The vegan crab cake sandwich is to die for!! I get the vegan mac and cheese and collard greens to go with it. I order this meal when I'm a good, happy, mad, or sad mood! It makes me feel better every time, it is that good. I only go to this location because the employees here are so kind and customer oriented. Highly recommend!",5,Yelp,P,R100009
V000000134,Jada H.,5/7/21,I never knew vegan food could taste so good. I've been twice now and they were delicious both times! The mac and cheese is amazing and so is the barbeque tofu. Highly recommend,5,Yelp,P,R100009
V000000135,Moe M.,4/21/21,"Please, please, please open another location!!!!!  Perhaps BOWIE, Lanham, Crofton, etc.  More vegan restaurants/options are definitely needed in Maryland.
Your food is prepared with so much love, real talk!!  We travel to College Park or GA Ave., locations, which can be very challenging",5,Yelp,P,R100009
V000000136,Tigist T.,4/13/21,"Tasty food and excellent customer service. I have had the chicken sandwich, mac & cheese, and the quesadilla. I would not get the quesadilla again, but everything else was terrific.",5,Yelp,P,R100009
V000000137,Latoya M,4/4/21,The amount of time it took for a pick up order was ridiculous. 2 hours is unacceptable especially for a small order for two. I definitely will not be back.,1,Yelp,N,R100009
V000000138,Miss B.,3/14/21,"Im not vegan at all. This was my first time trying vegan food and it was amazing. My friend got 2 orders of chick'n drummies, 2 large orders of the garlic kale salad, 2 Izzes. I turned one of the drummies and was very surprised. It did taste like chicken. From the crunch to even the texture. The Buffalo sauce was good but it could eaten alone and still taste like chicken.
My hands down favorite was the garlic kale salad. Truly amazing!!! I could see myself adding some avocado to this for a side or meal with fish or something on top.  This salad was great. You do not taste the bitter kale.
Please come to NY!!! I will be patiently waiting....",5,Yelp,P,R100009
V000000139,Kool W.,2/16/21,"The food here is descent however the service is getting worse. When these folks first opened  the first restaurant on Georgia Avenue I used to go to that one and then I started coming to the one in College Park however if you ever ask any one of them what any of the food is made out of most of them will respond ""I don't know "" or ""it's made out of something maybe it's made out of soy proteins "" or something like that! Also I was ordering an average of $200 to $300 worth of food here every week but if you ask them something as simple as can you separate those greens or something of that magnitude so that the juice from the greens won't drip all over your food they try to charge you for an a la carte container. This happened to me today and I was going to order $75 worth of food and for a container that cost a penny or less the server was unprofessional. I just walked out! And she responded by saying "" OK BYE""  this little girl probably was in preschool when I started coming to the Georgia Avenue location and she just dismissed one of their loyal customers just like that!The server didn't seem to care so neither did I. I will order from another Vegan restaurant from now on However this is what I constantly tell people when they say that black people don't support black businesses it is because the service is usually terrible. It didn't start out like this but this is where they are now!Again the food is good but the servers don't usually do a lot in the way of helping the customers. I will be taking my thousand dollars a month someplace else. Maybe if they start to lose more loyal customers like me maybe about 10 of them and they start feeling a little bit lighter in the pockets then the owner of the restaurant will address their service issues and how it is important to help the customers not just people like me who have been coming in here  for years but just help them just because they are your customer! I guess the owner needs to tell his employees that there are no shortage of restaurants however in the age of Covid 19 there is a shortage of customers! Goodluck!",1,Yelp,N,R100009
V000000140,Mariah S.,2/16/21,I am not a Vegan in anyway shape or form...I just love food! The BBQ Chic'n is great! Absolutely fantastic. The sweet potatoes are also good. I am not a fan of the Mac and Cheese. I would definitely try this place again,4,Yelp,P,R100009
V000000141,Medina H.,2/7/21,"I love all the NuVegan locations, in this case I ordered delivery. Food came on time & a pic was sent to me with a description of where my food was dropped off in the lobby. I only gave 4 stars bc my food was room temp instead of hot, but still good !",4,Yelp,P,R100009
V000000142,Jasmine R.,1/19/21,"Not a vegan but every so often I like to come here and get some vegan food. I haven't tried many things but I can definitely say the Chick'n sandwich, vegan Mac and Cheese, and collard greens are great. Everything is full of flavor and cooked well. The texture of the chick'n sandwich definitely reminds you of real chicken.

Also, be aware that certain items are made to order so you will have to wait a few minutes to receive and certain hours are more busy than others. Overall, I would definitely recommend this place to everyone-  vegan or not.

P.S. I wish I took a pic of my food. Maybe next times",5,Yelp,P,R100009
V000000143,Jessica R.,11/14/21,"We were looking for something nearby to eat and when this popped up and we looked at the menu, it didn't disappoint. We had naan quesadillas which we still think about and will most likely make trips out of our way to get them again. Fully recommend getting your naan updated to garlic naan & to get the spicy white sauce on the side of whatever you get.",5,Yelp,P,R100004
V000000144,Amanda T.,8/21/21,"I'm from NY and had been craving the Halal Truck--which is what we call this cuisine back home. I have a truck on w. 34th street that every time I'm in NY, I frequent. Well I was beyond thrilled to find this on Doordash. Then, imagine the food not being a let down, and living up to your expectations. I ordered the Krazi lamb over rice and the Samosa chaat! Seasoned well, and not too spicy--just right.  I ordered the white sauce on the side, and they actually listened and put it in a small container. Little things like this matter, bc I can't tell you how many times the restaurant did not listen and sent me soggy food drowned in sauce. Both of the entrees were delicious. Reminded me of being in NYC, ordering off the truck, and finding a random bench to sit and eat! Give this place a try. Try something new! Burgers and fries are so last year!",5,Yelp,P,R100004
V000000145,Gertrude G.,9/23/21,"They do NOT take COVID-19 seriously here, in the middle of a county that has been hammered by the pandemic.

I hate to write this review because the food is so good, but I can't order from here until the pandemic is over. 

The first time I picked up from them about a month ago, the person at the checkout area was not wearing a mask. I didn't say anything - I wasn't happy but figured it could be a one-off error. Today, we ordered from here again. At pickup, not only was the person from the checkout not wearing a mask, but no one I could see in the kitchen was wearing one either.

This county has an indoor mask mandate. My children have to wear masks in elementary school because adults won't do the right thing. 

I hope they use this post to re-evaluate their choices. I also don't love that anyone preparing my food was likely not wearing a mask. Will definitely have to pause this place unless I see some publicity that they are changing to always follow the mask mandate.",1,Yelp,N,R100004
V000000146,Krishna Bhavithavya K.,12/20/20,"Let me start by the customer service, the staff were amazing and the owner was super friendly. We got the 1. Krazi Naan wrap (5/5) I got it with basmati rice with cilantro and lime and with chicken tikka and falafel ($2 more) but totally worth it. The chicken was cooked nice and the falafel had a great taste. See the picture for the sauce combinations. Everything was super tasty and for a price of $13. It will definitely come for two meals. Khati Roll (5/5) The roll was soft and the meat was cooked perfectly with a kick of spice to it. 3. Mango lassi (4/5) it was good but I have had it better. We got a extra side with our order but they ran out of it and I asked to substitute for lassi and offered to pay the difference but the owner said it's on the house. It was such a nice gesture from him when all the local places are suffering from COVID. I highly recommend the place if you are craving for Indian food. Kudos to the staff as well. There is limited paid parking available.",5,Yelp,P,R100004
V000000147,Salma M.,8/21/21,"Quality food. I've ordered multiple times and my tummy remains happy--can't say the same for too many places! Samosa chaat hits the spot when I'm hungry and need FLAVOR. Similarly, the spicy chicken Kati roll is always and the qeema one is too ( but it's a bit on the oily side so it's prob best in a rice bowl ). Mango Lassi is nice but i personally prefer my lassi with more yogurt in it as it makes a thicker drink.",5,Yelp,P,R100004
V000000148,Ifeoma I.,1/22/20,"Krazi Kebob is located at College Park, pretty much within the Maryland campus. I finally visited and got the Krazi Kati roll, which was not only very richly flavored, but was also quite filling. For people that appreciate hotness to their meals, this had a kick to it and was not too overwhelming with the spice. 

The interior is a little cozy, there is some space that can fit a small group, and multiple 2 people and individual bar style seating areas. The staff was very very polite and ensured that we were attended to and satisfied with out orders. 

Stop by for a quick lunch break, or sit in and enjoy the meal with amazing service.",4,Yelp,P,R100004
V000000149,Trey S.,9/18/21,"This place is insanely good. The store front is kinda confusing, but if you can find it, the food is basically the delicious richness of Mexican food with all the spices and flavors of South Asia. Awesome fusion",5,Yelp,P,R100004
V000000150,Lieu N.,12/19/20,I had the Krazi Kati Roll and the Krazi Bowl delivered to the office...it was EXCELLENT!! So so good.,5,Yelp,P,R100004
V000000151,Richard Tan,11/2/21,"Got the chicken naan wrap and the chicken naan pizza. Curbside pickup was efficient. Hefty portions for the price and the food was delicious. The pizza got a little bit soggy from the sauce but was still very good, and they really packed it with the ingredients which is much appreciated.Will be back soon for more!",5,Google,P,R100004
V000000152,fahd majiduddin,11/9/21,"This place is awesome despite its location.  The food is great,  the dudes running this joint are super cool.  Highly recommend it if you're in the area.  Get the chicken Kati roll and the lamb Nan wrap.",5,Google,P,R100004
V000000153,Nicki V,9/16/21,"KATI ROLLS ARE HEAVEN ON EARTH! OMG….10/10 highly recommend! Ivan provided us with incredible customer service. If you haven’t already tried this place, PLEASE do. You won’t regret it! I ate one has to order 7 more haha",5,Google,P,R100004
V000000154,Father _1st88,11/10/21,"Man I've been coming here for years. Even after moving to southern Maryland, I will still drive up to college park for those Kati Rolls!!! I've order almost everything off the menu and they never miss! Highly recommend!!!",5,Google,P,R100004
V000000155,Jonathan Molina,11/8/21,Amazing food. I always enjoy getting the Chicken over rice or the combo over rice. Ivan always recommends the best! Especially their pi-naan-za. Always a great time! Thank you guys! If you haven’t tried it out yet you are definitely missing out.,5,Google,P,R100004
V000000156,Rose Villatoro,8/20/21,"I’m so happy they are open again! I live and worked in CP so I ordered from here at least twice a week. The food is amazing and it has options for every kind of diet. My go to is the rice bowl with lamb but I hope they remember to give me brown rice with Quinoa and not white rice😉. You should also try the Mango Lassi, it’s refreshing!!",5,Google,P,R100004
V000000157,Betty Bui,11/11/21,Food is absolutely delicious! Craving a Kati Roll as I write this review! MUST HAVE!,5,Google,P,R100004
V000000158,Ashley Esibe,9/12/21,"The first time I tried food from here was a promotion through EVOL and it was free…BEST FREE FOOD I EVER HAD. Since then, I have been hooked on this place. The quality, portions and prices are SUPERB. Not to mention, the costumer service is amazing; everyone at the virtual kitchen in College Park is always so pleasant and polite. I would highly recommend eating here!!!",5,Google,P,R100004
V000000159,Heidi P.,11/7/21,"First time there, and the waitstaff and manager were incredibly rude and dismissive. Will not be going back.",1,Yelp,N,R100005
V000000160,Anne O.,10/27/21,Delicious food and cocktails! Fun atmosphere and excellent service on a very busy weeknight. Highly recommend. Can't wait to go back!,5,Yelp,P,R100005
V000000161,Afua E.,10/16/21,"Service was slow and disjointed - might have been the day/time. Definitely call in your order. Caesar salad had a lot of leaves that were brown or middle pieces. Pesto chicken sandwich was decent , but wanted a caprese sandwich, which apparently they don't make. The menus people are putting up are not accurate. I've included the accurate lunch + dinner menu.",3,Yelp,N,R100005
V000000162,Mahsa A.,10/14/21,"I can't believe I never reviewed this place even though I have been coming here for the past 5+ years! 
This place is the reason I don't give all 5 stars everywhere I rate. I have been coming here for a very long time and have been impressed with their service and the variety of food every single time. They have the friendliest staff and their food and drinks menu always has something exciting to offer. 
I once hosted my company happy hour here and everyone loved it! Totally recommend!",5,Yelp,P,R100005
V000000163,Jen D.,10/12/21,"This honestly would have been a decent dinner out even without the gimmick, which is awesome. I had a lovely hot chocolate - perfect temp - and a breakfast platter (eggs, caprese, fruits), my husband had a burger and a beer, we had dessert, and all for less than $50! The table was a little wobbly (we fixed it ;)), the poor waitress seemed a little overburdened, but definitely good for the price.And then, this plus a charming two player board game! The ""game guru"" on shift (so cute that that's a thing) gave us a great set of recommendations from our preexisting experience, plus didn't hover annoyingly once we picked one, leaving us to have a lovely time learning to play Splendor along with our meal. (One win each - we're going to buy a copy for a tie breaker.)It's a shame college park is such a hassle to get to or I'd want to come here all the time.",5,Yelp,P,R100005
V000000164,Krishna Bhavithavya K.,10/9/21,"Second Time: I tried their Tomato Soup (5/5) amazing flavor and I highly recommend it. Brussel Sprouts (4/5) was also good. Falafel (2/5) was very bad, we did not even finish the dish. They should improve this one especially.",4,Yelp,P,R100005
V000000165,Rachel T.,9/28/21,"We went to this place a few months ago on the recommendation of my brother while we were visiting him in Maryland. It was fantastic! We made a whole day of it because it was so fun. We only meant to stay through maybe one drink, an appetizer, and maybe play part of a board game...but once we got started, we couldn't stop! The game selection is incredible, the service was fantastic, the food and drinks were delicious. My boyfriend is vegan and we struggle to find many vegan options where we live (in Alabama) but The Board and Brew had several very tasty vegan options. If you're in town, definitely check them out! Board games, food, drinks, good service, overall cool vibes...what's not to like?",5,Yelp,P,R100005
V000000166,Pegah A.,9/26/21,"My best friend and I get food around our old stomping grounds from time to time. It's usually a tribute to meeting as roomies at UMD and going 16 years strong. We came here for the first time after a quick google search, and boy are we happy we did! We met Auggie, our server, and he was phenomenal. He's so friendly, so cheery, and very attentive. It's obvious he cares about your experience and providing the best service possible. The kitchen was a bit slow with one of our orders, and he made it right by checking up on it and bringing it out ASAP. Delicious food made perfect by amazing service. We will be regulars from here on out.",5,Yelp,P,R100005
V000000167,Mattcheu S.,9/20/21,"What a great idea for a restaurant. The games are fun and so many available. The interior design is nothing special, but the food is really great.  Definitely have coffee, beer, and fried pickles.",5,Yelp,P,R100005
V000000168,Trey S.,9/18/21,"The tomato soup was so good. I was recovering from getting my wisdom teeth removed, and even though I'm not a huge tomato soup fan, this tomato soup was so comforting and savory. Made life just a tad better. Also I can't believe how many board games they've managed to collect. Great idea for a restaurant",5,Yelp,P,R100005
V000000169,Mia M.,9/6/21,"First and foremost, the concept of this restaurant was very interesting and well put together. The cafe was beautifully decorated with comfy couches,
board games on shelves, and large windows. I also had a wonderful server who took care me and my company.

Despite the great ambiance, I felt that the meal was a little disappointing. I tried the Korean pulled pork sandwich with fries and a lavender lemon mint iced tea. The tea lacked lavender flavor and tasted too strongly of mint. The Korean pulled pork sandwich itself was a bit salty but the fries were spectacular.

I'll admit, the price was respectable for the generous serving size but the meal didn't live to expectations.",3,Yelp,N,R100005
V000000170,Alex S.,8/9/21,"The reviews are 100% consistent with the service and products in this place. I am traveling from PHOENIX and was looking for a place to work and eat. I was honestly floored by the SERVICE!! The kindest, friendliest  space I've been in in a long time. The vegan spot next door didn't have forks so they gave us forks and let us eat their neighbors food IN THEIR PLACE. Definitely come here. Oh and get the pancakes with COMPOTE.",5,Yelp,P,R100005
V000000171,Justin D.,8/7/21,"The best coffee on campus and the best staff in the state, I cant recommend them enough. One of the defining features of the UMD experience.",5,Yelp,P,R100005
V000000172,Raydiance C.,8/2/21,"This is an adorable cafe that has more games than I knew existed. The servers were wonderful, upbeat, knowledgeable, and witty. One came over and gave great game recommendations. It's also a nice place to study or work remotely. My only drawback isn't that the food was just okay. Nothing that I would want to try again. We were there for a while playing games and had the pear salad, smoked salmon bagel, fries, fried pickles, and the chocolate custard pie. I would definitely go back.",4,Yelp,P,R100005
V000000173,K M.,7/17/21,Really great concept with board games (galore - so many!) and really good food.  My family and I stayed at a nearby hotel and hit this place a few mornings for coffee and breakfast.,5,Yelp,P,R100005
V000000174,Jahnae N.,6/30/21,"This restaurant is convenient as far as location. I ordered twice on uber eats and I don't think the meals are worth the price. I know sometimes on uber eats the price is increased but i paid an extra $2.50 for a small piece of sausage ( i thought I would have got more than 1 piece for that price ). Also the size of their apple juice reminds me something I would get from summer camp or after school care. 
Wouldn't order uber eats from them again.",3,Yelp,N,R100005
V000000175,Rene D.,5/23/21,"Local institution with great food and drinks, and breakfast is served all day. The food is delicious and also comes out impressively fast.
This is a board game café, but it's also a perfect study spot. You can stay for several hours when they aren't busy (as long as you order, obviously), and they have several tables with outlets for laptops.
I've never played the games myself, but I've seen tons of couples, families, and friends having a fabulous time! The awesome staff have an encyclopedic knowledge of board games, and I've often seen them helping folks pick out a perfect game and settle their in-game disputes. 
I've visited maybe a dozen times already, and will definitely come again. 100% recommend.",5,Yelp,P,R100005
V000000176,Heather V.,5/5/21,"Food is delicious with lots of care put into the vegetarian options which is rare to find.
Fun and friendly atmosphere-people are not on top of each other.
Excellent staff. Server (Klye? I dont remember his name but I'm sure you know who), was top-notch. Helped us find the perfect game, and even gave tons of suggestions for places to visit (we were traveling). Super knowledgeable and made us feel very welcomed and at-ease. We went twice in a four day span.",5,Yelp,P,R100005
V000000177,Lisa C.,4/30/21,The food was wonderful.  The best sweet potato fries I have ever tasted. I had a salad and the greens were fresh and crisp. The service was exceptional. We were warmly greeted and the atmosphere was warm and welcoming. Will definitely be going back.,5,Yelp,P,R100005
V000000178,G G.,2/13/21,"Love this place the outdoor area is amazing. Great staff too! Deals on margaritas AMFs, food is delicious.",5,Yelp,P,R100005
V000000179,Camryn K.,2/8/21,"This place is amazing. The staff is very quick and accommodating, they're so nice here! The food is delicious, the home fries and breakfast sandwiches are my favorite, but anything here is amazing. I 10/10 recommend this place. The general manager Zak is the best! I've never had a bad meal here.",5,Yelp,P,R100005
V000000180,Maggie S.,2/8/21,"This place in College Park is absolutely awesome! They have the cutest little place full of cool board games to play while you eat. They're very covid safe too and offer disposable dishes. We got the pretzel bites, the black bean burger, and the tofu sandwich with a side of old bay fries. The food was so excellent and the sauces were to-die-for! I live far away, but will be making special trips to come back for the amazing restaurant",5,Yelp,P,R100005
V000000181,Katie A.,1/24/21,"I have yet to be disappointed at this establishment! My fiancée and I are new to the area, and this has become our favorite little place FAST! I tried the chickpea and fava bean falafel today and it was EXQUISITE! I wish I had gotten 3 orders. I can't wait until things are back to normal so we can eat in and enjoy the endless games part of their business! Such a unique place!",5,Yelp,P,R100005
V000000182,Megha Madan,11/2/21,Great place for coffee and quick bites! Special mention for the Flat White and the Almond Croissant which were fresh and delicious!,5,Google,P,R100006
V000000183,Nick Zanin,7/16/21,Great cold brew and everything bagel. A few spots to sit inside and listen to the music and enjoy the coffee. Clean restrooms,5,Google,P,R100006
V000000184,Chirantana Mathkari,11/3/21,Decent coffee but highly unwelcoming staff. I feel sorry to be writing this. Vigilante used to be one of my favorite coffee places before the pandemic. But my experience has been really unpleasant in the last three visits (all three times due to the staff's behavior). I really hope the management works on this problem before more such customers face similar issues. Good luck!,1,Google,N,R100006
V000000185,Hind KH,7/15/21,"Even though the place is small, it is so cute. Their coffee is so good and the staff is so nice. I ordered flat white.",4,Google,P,R100006
V000000186,Norah kh,5/16/21,"My new favorite coffee shop.. great coffee , nice neat place & best service 👍🏻",5,Google,P,R100006
V000000187,Wei-Yu Jen,10/28/21,"Both the coffee and breads tastes really good!
Great place to enjoy the afternoon.",5,Google,P,R100006
V000000188,Jon Dietrich,9/16/21,"This is a great coffee shop. It reminds me of some of my favorite coffee places in California with a chill relaxed vibe, good music, and excellent coffee. The staff are friendly and happy to give recommendations. A great place to catch up with a friend or take a break with a book.",5,Google,P,R100006
V000000189,Mya Zepp,10/25/21,A little underwhelming. Good aesthetic not so good drinks,3,Google,N,R100006
V000000190,Sruthi R,11/1/21,The quality of the college park location has decreased but it's still a solid coffee spot.,4,Google,P,R100006
V000000191,Daniel Moylan,10/20/21,"Nice and relatively cheap coffee place (think Starbucks except better). They have interesting decor and good, unique beverages.",4,Google,P,R100006
V000000192,D W,10/25/21,"Clean place, friendly, good food and service. You won’t be disappointed.",5,Google,P,R100007
V000000193,J Hart,10/16/21,Staff is excellent but dont order the ribeye it was more like a steakum. Id post a pic but doesn't seem like I can.,2,Google,N,R100007
V000000194,Seth R,10/16/21,It's a classic diner. Good service. Good waffles and pancakes. Good prices. The sausage gravy was a bit too salty and greasy.,4,Google,P,R100007
V000000195,Martina Feliciano,10/23/21,"Food good. Service good. Simple, good food. Priced right. Went there about 4 times now. Will go back.",4,Google,P,R100007
V000000196,Timel Rodriguez,11/3/21,"Came to this place around with my sister around 12 am & we were soon greeted with a waitress with a terrible attitude. She was so rude any time we asked a question, and was talking really bad about us to her coworker when we could clearly here her. She was also talking really badly to the hispanic cook. The fries were also terrible. They smelled disgusting and tasted so badly. When we asked if we would get a discount for it she said no. Do not get the fries and if you can avoid it, do not come here.",1,Google,N,R100007
V000000197,Tsolmon Otgon,10/16/21,Food was great and the staff were friendly. The only downside was that we got there on Saturday morning around 10:30 and it was packed. We had to wait for around 15 minutes to be seated and after eating stood in line for around 15 minutes to pay. Nothing serious and otherwise everything was great.,5,Google,P,R100007
V000000198,Wood's Flowers and Gifts,10/15/21,Our shop is right across the street and it seems that every day one of us will eat there. In the 25 years I have been here we have NEVER had a meal we did not enjoy. The staff is friendly and accommodating. The prices are fair and the food taste like home.,5,Google,P,R100007
V000000199,Hector Alfaro,9/16/21,"I have always been a fan for Diners, & have been going to this one quite often since I found it several years ago. Nothing fancy on diners appearance. The food is good and hardy. I also like that the food is cooked right out in the open, instead of a hidden kitchen in the back.",4,Google,P,R100007
V000000200,Taquayla C.,9/17/21,"I love this place been twice so far , fast service good service & nice staff . If you looking for a country like place with good food i recommend",5,Yelp,P,R100007
V000000201,Bunny L,10/31/21,please DO NOT order the fries from here. My family came here and EVERYONE'S fries has a weird smell and taste. The inside of the fries were PINK. Everything but the fries seem to be okay but I would be wary about coming here any longer.,1,Yelp,N,R100007
V000000202,Tommy B,10/1/21,"Seriously? For a college deli, this place is horrible. I ordered a steak & cheese with extra cheese. There was barely any steak or cheese. Campus places like this should be greasy, cheesy and big helpings...",1,Yelp,N,R100008
V000000203,Krishna Bhavithavya K.,10/16/21,"I got the Gyro on Pita (5/5) excellent bread, meat with fresh Tomatoes and Feta. It was a very good Gyro. If you are up for something new just try this one. The place was clean and there was loud music that is being played on the streets. The staff was not wearing masks (was a bit surprised being in a college town and not following safety precautions). There is no parking in front of the restaurant. But there is paid parking available in the adjacent CVS/Starbuck lot.",4,Yelp,P,R100008
V000000204,Mia M.,10/21/21,"Cheap and yummy! The chicken gyro is superior but the best thing on the menu is probably their fries with sauce. For 3.75 you get a plate full of fries and their famous marathon sauce. For a poor person like me, this is the perfect comfort food after failing midterms :D 10/10",5,Yelp,P,R100008
V000000205,Eliana N.,10/27/21,"This place is an absolutely crucial part of UMD culture. The food is incredible, the playlist is always fire, and the pricing is right for college kids.",5,Yelp,P,R100008
V000000206,Young V.,2/23/21,"pork in souvalki was fine, fries were tasty.
But the dessert labeled greek funnel cake was just some burnt STALE pita squares with a bit of honey. For 4 dollars? Disgrace.
Now I need a funnel cake fix.",2,Yelp,N,R100008
V000000207,Art E.,10/28/21,Absolute worst service on the planet waited over an hour for my order that they just canceled - screw them.,1,Yelp,N,R100008
V000000208,Michael K.,4/20/21,"Damn, this place is Fire. Im in town on our business trip and we stumbled across Marathon Deli. I have had many good Gyros in the past, but of course, They make them better back east. I ordered the Lamb Gyros with french fries and cheese with onions and they were bomb. Nice good establishment here in a somewhat tiny area of the city. Staff are somewhat friendly and attentive. But just open your mouth and asks what you need, and you will make their day. Im a Greek food fanatic at the moment. Cant wait to come back.",5,Yelp,P,R100008
V000000209,Nic B,10/30/21,Service was slow and poor. They ruined my order and did not fix it. I am extremely disappointed and expected better. Hope this so called 'business' can figure it out because I would never go again with the quality of food and service I received.,1,Yelp,N,R100008
V000000210,Kyle Stroup,11/7/21,"My friends and I spent an hour and a half waiting at McDonald’s for our food but never managed to get our order(we ordered at 1:30 am and left at 3:10am). We decided to head back to marathon and saw it was closing, the owner was super generous and let us order fries (30 minutes past closing). They loaded up our boxes with fries and mozzarella sticks as well. The food was amazing and they let us order despite being closed, you got my 5 stars.",5,Google,P,R100008
V000000211,Chris W.,10/26/21,"The regular gyro is good. It had WAY to many onions. Baklava was the best I've had in a while. Marathon Fries are greasy, heavy and tend to go from perfectly crispy to sickeningly soggy in a matter of minutes. Prices are reasonable. Service can be slow when they're busy, but it's worth the wait.",5,Google,P,R100008
V000000212,Michele B.,11/8/21,"Good Lunch pick

So today I decided let's try something different.... Something I haven't had in a while.. somewhere New to me

The Resturant was clean... Bright and inviting

Ordering was simple...I asked a few questions to make a finial decision

Ordered the Gyro platter and Gyro French fry platter

Really good choices
Recommend both items.... Especially the fry platter for a drunken night",5,Yelp,P,R100008
V000000213,Sharon R,10/31/21,"Pros:
- Vigilante makes pretty good oat milk capps and lattes
- Good variety of milks (I believe cashew/soy/almond/oat?)
- Local shop
- Clean warehouse like aesthetic, which I'm a sucker for.

Cons:
- Limited non-animal derived food options. It comes down to a bagel (though I think an option is bagel with avocado and cherry tomatoes, which is hard to complain TOO much about), and a cookie. The fruit/oatmeal may come pre mixed with honey.",5,Yelp,P,R100009
V000000214,Gia B.,10/26/21,For someone who used to work in the coffee industry( Blue Bottle) a personable experience goes a long way. Just because you have pot plants doesn't change the energy of the place. Food and beverage alone definitely can't make up for that underwhelming environment. Especially the food avo spread doesn't taste like much.,2,Yelp,N,R100009
V000000215,Anna C.,10/15/21,"Cute little spot in college park! It has limited parking, but a little lot and they have a order for pickup. Inside check out the bakery display. I had the hot chocolate and it was very yummy and fresh and delicious!",5,Yelp,P,R100009
V000000216,Blake B.,9/15/21,"I came here to review some work and kill time next to the University of Maryland campus and was pleasantly surprised even though I already heard great things about it. I came around 5pm which is more than likely after the ""busy"" hours and was able to find seating where I could do work on my laptop. I was lucky enough to get parking as there are only about 4-5 spaces directly in front but there seemed to be several other parking locations in walking distance. I ordered the iced chai with oat milk which was brought to my table and it was amazing and made well. I enjoyed the music playlist that was loud enough to hear but not too loud to serve as a distraction from my work. I plan to visit when I'm in the area again in the future!

",5,Yelp,P,R100009
V000000217,"	
Edgar F.",9/13/21,"I've tried multiple coffee shops in the area and by far this one is my favorites. Americano was bold and had a great taste. Added some half & half to sweeten it up a bit and it tasted even better.  I would say they are a bit pricey, got an americano and a cookie, that was $10 but good quality overall. The stickers were free.",4,Yelp,P,R100009
V000000218,Joanna T.,8/26/21,"BEST coffee shop in College Park, MD! It has been a long while since I visited University of Maryland and I was pleasantly surprised to have discovered this coffee shop. Now that I live in Utah (and since my visit), I have continuously ordered more bags of coffee to get a little taste of ""home.""",5,Yelp,P,R100009
V000000219,Lisa D.,8/9/21,"I'm sorry to post this. I always try to patronize local merchants.

I got an iced mocha this morning. Let's start with the price. $6.

No whipped cream. They were all out (run to Shoppers and get some)

The drink itself was bitter. The chocolate syrup was grainy. Literally granules. I don't know whether it was old or what.

Disappointed",1,Yelp,N,R100009
V000000220,Sandhya G.,8/4/21,"Cute little spot in college park! It has limited parking, but a little lot and they order for pickup. Inside check out the bakery display. I had an almond croissant and hot chocolate. Very yummy and fresh!",5,Yelp,P,R100009
V000000221,Rick W.,8/1/21,"I could talk about having lived through the corporate monocultural decimation of independent coffee shops in the early 90's but that would be negative.  Instead I will just say that Vigilante Coffee is amazing... strong, not burnt, beautiful... as if I went back in time and reset the coffee-clock back to delicious.  Please, when you travel, look for the independents.",5,Yelp,P,R100009
V000000222,Yasi H.,7/14/21,"Vigilante is hands down my favorite coffee spot in the surrounding College Park/UMD area. They have two locations, one near campus itself and one about 10 minutes down the road in Hyattsville.

I used to study and chill at both locations as a student and try to visit often, as my sister goes here now.

They have a really efficient to-go ordering system where you can simply order online and pick it up. It is always ready super fast.",5,Yelp,P,R100009
V000000223,Letisha W.,7/9/21,My Favorite Coffee Spot!! Tin Lizzy late extra hot is my go to drink. The food is always delicious.,5,Yelp,P,R100009
V000000224,Megan M.,6/16/21,"Love this place to death but for some reason when I visited on 6/16/21 the lid didn't fit on my large cold brew and dripped all over the floor of the elevator of my apartment complex. Really lucky it didn't somehow get all over my brand new lululemon top or I'd be really upset but had I been in the car or in traffic and that happened... could've easily caused an accident. I've never had this happen before so I'm not holding it against them but just a fair warning in case it might happen to anyone else! Their prices are fair. Wish their açaí bowls were a little bigger but they are the right kind of açaí, dark purple, not that surgery crap. Great place. Really is.",5,Yelp,P,R100009
V000000225,Anthony Z.,6/5/21,"It's all about those beans, baby. These beans are worth taking a trip over to UM, I've liked all the ones I've tried. Their drip coffee, and, americanos are lovely. Construction is a bit heavy at the moment around the area, but that's all the more reason to visit on foot, yo.",4,Yelp,P,R100009
V000000226,Jalina K.,5/19/21,"Loved the online ordering system which was very accurate on prep times. Additionally, all the coffees (hot and iced) as well as the baked goods were all delicious! Nice benches and umbrellas outside for while we waited.",5,Google,P,R100009
V000000227,Melissa H.,4/8/21,"Stopped by Vigilante on our DC trip and I was impressed. They take appropriate measures against COVID and ensure their customers follow the guidelines.

- Hot chocolate 5/5: I got the medium size which is perfect for me. The chocolate and milk ratio was perfect, and so was the sweetness.
- Matcha latte 4/5: I got the large size which was too much for me haha. This wasn't too sweet but I was hoping that the matcha would be slightly stronger.
- Chocolate croissant 5/5: had it warmed and it was amazing! Super flaky, slightly moist with the perfect amount of chocolate chunks",5,Google,P,R100009
V000000228,John K.,4/6/21,I know this review will make me sound like I am a coffee noob when I tell you the following: the iced latte (w/oat milk) here is I reckon the most memorable I've had. Goodness does it hit.,5,Google,P,R100009
